Index,ItemName,StdMode,Shape,Weight,AniCount,Source,Reserved,Looks,DuraMax,AC,AC2,MAC,MAC2,DC,DC2,MC,MC2,SC,SC2,Need,NeedLevel,Price,Extra
150,地狱魔焰（秘籍）,4,1,309,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0
151,魔光盾（秘籍）,4,1,309,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0
152,焚魂魔功（秘籍）,4,1,309,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0
153,治愈术（秘籍）,4,1,304,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
154,精神力战法（秘籍）,4,1,304,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
155,施毒术（秘籍）,4,1,304,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
156,灵魂火符（秘籍）,4,1,304,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
157,月魂断玉（秘籍）,4,1,304,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
158,召唤骷髅（秘籍）,4,1,304,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
159,隐身术（秘籍）,4,1,304,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
160,幽灵盾（秘籍）,4,1,304,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
161,集体隐身术（秘籍）,4,1,304,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
162,月魂灵波（秘籍）,4,1,304,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
163,神圣战甲术（秘籍）,4,1,304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
164,困魔咒（秘籍）,4,1,304,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
165,空拳刀法（秘籍）,4,1,304,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
166,强魔震法（秘籍）,4,1,304,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
167,召唤神兽（秘籍）,4,1,304,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
168,群体治愈术（秘籍）,4,1,304,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
169,超强召唤骷髅（秘籍）,4,1,304,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
170,猛虎强势（秘籍）,4,1,304,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
171,回生术（秘籍）,4,1,304,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
172,云寂术（秘籍）,4,1,309,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
173,妙影无踪（秘籍）,4,1,309,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
174,移花接玉（秘籍）,4,1,309,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
175,阴阳法环（秘籍）,4,1,309,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
176,灭魂火符（秘籍）,4,1,309,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
177,神灵守护（秘籍）,4,1,309,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
178,月明波（秘籍）,4,1,309,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
179,施毒大法（秘籍）,4,1,309,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
180,召唤圣兽（秘籍）,4,1,309,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
181,隐魂术（秘籍）,4,1,309,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0
182,新人刀,5,5,1042,15000,0,0,0,0,0,1,27,0,0,0,1,3,0,0,0,0,10,0
183,木剑,5,5,1042,4000,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,50,0
184,攻杀铁剑,5,10,1122,3000,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,100,0
185,浪雨刀,5,16,1122,3000,0,0,0,0,0,4,12,0,0,0,1,2,0,0,0,1,100,0
186,白虎剑,5,20,1122,3000,0,0,0,0,0,5,16,0,0,0,1,2,0,0,0,1,100,0
187,蝉翼刀,5,12,1122,3000,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,1,100,0
188,焱火剑,5,12,1121,1000,0,5,0,0,0,5,10,0,0,0,0,0,0,0,0,1,100,0
189,灵气剑,5,5,1042,10000,0,0,0,0,0,4,8,0,0,2,0,1,0,0,0,1,50,0
190,青铜剑,5,9,1043,8000,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,500,0
191,匕首,5,7,1045,6000,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,100,0
192,铁剑,5,10,1043,10000,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,7,1000,0
193,乌木剑,5,5,1042,5000,0,0,0,0,0,3,7,0,0,1,0,1,0,0,0,7,1000,0
194,破魂,5,8,1045,11000,0,2,0,0,0,5,7,0,0,0,1,1,0,0,0,10,2000,0
195,短剑,5,12,1043,12000,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,10,2000,0
196,角剑,5,1,1062,40000,0,0,0,0,0,10,10,0,0,0,0,0,1,1,0,10,50000,0
197,青铜斧,5,20,1060,20000,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,3500,0
198,半月,5,13,1100,12000,0,0,0,0,0,4,10,0,0,2,1,1,0,0,0,14,3500,0
199,八荒,5,19,1043,14000,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,15,4000,0
200,凌风,5,23,1063,16000,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,17,4500,0
201,斩马刀,5,27,1063,18000,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,18,5000,0
202,降魔,5,15,1101,14000,0,1,0,0,0,5,12,0,0,2,1,2,0,0,0,18,5000,0
203,修罗,5,30,1065,22000,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,20,6000,0
204,双刃剑,5,33,1044,22000,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,26,8500,0
205,黑光降魔,5,17,1101,16000,0,1,0,0,0,5,13,0,0,2,2,2,0,0,0,20,6000,0
206,蓝光凝霜,5,40,1044,22000,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,28,10000,0
207,凝霜,5,33,1044,20000,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,25,8000,0
208,诅咒银蛇,5,23,1231,22000,0,2,0,0,0,6,16,0,0,2,0,3,6,5,0,27,9000,0
209,诅咒海魂,6,10,1080,8000,0,0,0,0,0,2,9,0,0,1,0,2,0,0,0,11,2500,0
210,诅咒半月,5,11,1100,10000,0,0,0,0,0,4,8,0,0,2,0,1,0,0,0,11,2500,0
211,海魂,6,10,1080,9000,0,0,0,0,0,3,10,0,0,1,1,2,0,0,0,14,3500,0
212,沃玛修罗,5,40,1252,24000,0,0,0,0,11,2,25,0,0,0,0,0,0,0,0,23,7000,0
213,沃玛降魔,5,19,1163,20000,0,1,0,0,11,6,14,0,0,2,2,3,0,0,0,23,7000,0
214,赤血宝剑,5,22,1121,25000,0,3,0,0,0,11,17,0,0,0,5,5,0,0,0,30,50000,0
215,鹤嘴锄,6,10,1040,10000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,700,0
216,风之鹤嘴锄,6,21,1048,30000,0,102,0,0,13,0,3,0,0,0,0,0,0,0,0,20,30000,0
217,偃月,6,11,1081,10000,0,0,0,0,0,4,10,0,0,1,1,3,0,0,0,18,5000,0
218,红光偃月,6,11,1081,11000,0,0,0,0,0,4,11,0,0,1,2,3,0,0,0,20,6000,0
219,沃玛偃月,6,12,1310,12000,0,0,0,0,0,4,12,0,0,1,2,4,0,0,0,23,7000,0
220,诺玛族魔杖,6,12,1280,13000,0,0,0,0,0,5,12,0,0,1,1,3,3,5,0,27,9000,0
221,诺玛族修罗,5,50,1250,26000,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,27,9000,0
222,命运之刃,5,47,1067,24000,0,2,0,0,0,9,20,0,0,0,0,0,2,2,0,29,15000,0
223,井中月,5,54,1068,26000,0,0,0,0,0,14,22,0,0,0,0,0,1,4,0,35,28000,0
224,魔杖,6,10,1082,13000,0,0,0,0,0,5,12,0,0,1,3,5,0,0,0,28,10000,0
225,银蛇,5,21,1102,22000,0,2,0,0,0,6,17,0,0,2,2,4,0,0,0,28,10000,0
226,炼狱,6,70,1066,30000,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,33,23000,0
227,血饮,5,13,1083,20000,0,5,0,0,0,5,20,0,0,1,3,7,0,0,0,33,23000,0
228,无名刀,5,25,1122,24000,0,2,0,0,0,7,18,0,0,2,3,7,0,0,0,33,23000,0
229,潘夜命运之刃,5,61,1170,28000,0,0,0,0,0,12,20,0,0,0,0,0,2,3,0,33,23000,0
230,潘夜银蛇,5,27,1233,22000,0,2,0,0,0,7,18,0,0,2,2,4,5,2,0,31,20000,0
231,潘夜魔杖,6,14,1281,14000,0,0,0,0,0,5,15,0,0,1,2,4,2,2,0,31,20000,0
232,潘夜炼狱,6,55,1240,25000,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,29,15000,0
233,潘夜无极棍,5,33,1103,24000,0,2,0,0,0,6,19,0,0,2,3,7,5,3,0,34,25000,0
234,潘夜血饮,5,15,1083,16000,0,5,0,0,0,6,16,0,0,1,3,6,2,2,0,34,25000,0
235,祖玛裁决之杖,6,80,1302,32000,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,33,23000,0
236,祖玛骨玉权杖,6,14,1193,15000,0,0,0,0,0,6,15,0,0,1,3,8,0,0,0,33,23000,0
237,祖玛无极棍,5,29,1260,24000,0,2,0,0,0,6,18,0,0,2,3,6,5,2,0,33,23000,0
238,墨龙屠龙,6,100,1201,36000,0,0,0,0,1,2,40,0,0,0,0,0,0,0,0,36,80000,0
239,墨龙嗜魂法杖,6,16,1272,19000,0,0,0,0,0,6,20,0,0,1,6,11,0,0,0,136,80000,0
240,墨龙龙纹剑,5,37,1222,26000,0,3,0,0,0,9,22,0,0,2,4,10,6,4,0,136,80000,0
241,骨玉权杖,6,15,1084,17000,0,0,0,0,0,6,17,0,0,1,4,9,0,0,0,138,50000,0
242,裁决之杖,6,90,1069,34000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,138,50000,0
243,无极棍,5,33,1103,24000,0,2,0,0,0,6,20,0,0,2,4,8,5,4,0,138,50000,0
244,飞魂魔刃,5,18,1061,19000,0,6,0,0,0,9,20,0,0,1,5,8,4,3,0,150,80000,0
245,旋风流星刀,5,87,1049,35000,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,150,80000,0
